,location,hashtag,cnt,retweet_mean,retweet_max,text
0,Afghanistan,armukrainenow,3,1.33,4,ukraine himars in chornobaevka the outskirts of kherson explosions again locals report that one of the explosions was one of the loudest of all time video with sound of this explosion below armukrainenow ukrainerussiawar https t co ubzvhsudvy
1,Afghanistan,biden,120,31.06,2093,sharing hunter s recent accomplishments my pants fell off 3 days clean that sums it all up for this member of the biden family thank you 4chan for doing what the fbi claim they couldn t do https t co 9ld6lr1hfd
2,Afghanistan,bucha,7,191.29,1117,russians executed every male civilian aged 16 60 years in bucha city ukraine before fleeing north from advancing ukrainian army russianwarcrimesinukraine russianukrainianwar russianwarcrimes russiainvadedukraine russianaggression russianwaronukraine https t co irycg6v5s0
3,Afghanistan,business,11,0.73,3,trading with europe where does afghanistan stand 1 india exports to eu reached 46 billion in 2021 2 pakistan s exports to eu countries stood 6 6 billions in 2021 3 afghanistan exported goods worth a meagre 30 million to eu in 2021 trade business https t co bhcpfwfpx8
4,Afghanistan,china,173,14.88,809,i think no caption need chinataiwancrisis taiwan china https t co 3juehmvmnu
5,Afghanistan,eu,45,351.0,3608,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
6,Afghanistan,kharkiv,16,627.5,7854,photo of the kharkiv railway station https t co roc4bjlr3t
7,Afghanistan,kherson,8,126.12,951,and meanwhile in kherson ukrainians are planning to come to the streets to protest russian occupation bravery and defiance
8,Afghanistan,kyiv,71,454.15,20301,putin s dream of creating a greater russia is my country s nightmare saveukraine kyiv stopputinswar standtogether freeukraine weareallukrainians standwithukraine stopthewar https t co ekw3k6bsbz
9,Afghanistan,mariupol,34,572.62,7284,mariupol before russia after russia https t co etn3vufio6
10,Afghanistan,nato,386,300.63,4362,nato summit in madrid was a big love in for military industrial complex nato is not a defence alliance it has it is a war machine just ask people of afghanistan iraq libya nato s real goal is defence of us hegemony all discussion of this is chilled in land of free speech https t co tuplzevyjo
11,Afghanistan,news,67,0.13,4,the afghan generation post 2001 who partnered with the us in the fight against terrorism and rebuilt afghanistan from the ashes were outrageous and showed anger to the latest cnn amanpour interview with the notorious and globally know terrorist haqqani gaam news https t co z4kwkqyx7i
12,Afghanistan,putin,183,103.74,8010,russian president vladimir putin is the most dangerous man in the world at the moment 1 because he is telling some basic truths about the global elite and 2 he has the spine and the capacity do do something about it https t co ldsomfkfvu
13,Afghanistan,russia,748,55.56,11993,in novosibirsk russia local residents are marching in protest against the russian invasion of ukraine https t co ljgaosdjxg
14,Afghanistan,russiaisaterroriststate,2,30.5,61,horrific russian missile attacks on civilians in odesa at least 17 people were killed and dozens were wounded russiaisaterroriststate https t co d8bhn0vdtj
15,Afghanistan,russian,174,83.84,2891,ukrainian mother and daughter fighting to protect their homeland from the invading russian orcs https t co d24p8omdds
16,Afghanistan,russianukrainianwar,32,31.16,830,russianukrainianwar istandwithputin istandwithrussia rt if you agree https t co mbbivde8nh
17,Afghanistan,russiaukrainewar,70,5.64,115,reality of the world freepalaestine palestineunderattack ukrainerussiawar russiaukrainewar russiaukraine https t co 188b9e5quz
18,Afghanistan,slavaukraini,6,231.5,1151,the man in the mirror 2022 oil on board 50 x 40 cm ukraine ukraina slavaukraini stopputin hitler warcriminals mirror art contemporaryart putin https t co 9mwchkyyxo
19,Afghanistan,standwithukraine,38,871.55,12307,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
20,Afghanistan,stoprussia,7,1179.71,8039,katya was killed by russians on may 22 defending ukraine rip stoprussia standwithukraine https t co tykraefsg6
21,Afghanistan,ukraine,1456,279.32,81874,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
22,Afghanistan,ukrainerussianwar,62,6.02,189,4 foreign mercenaries killed in siversk 1 edward patrignani from sweden 2 emile antoine roy sirois from canada 3 luke lutsyshyn usa 4 brian young usa zelenksy ukrainerussianwar ukraine https t co gv4gvti8xl
23,Afghanistan,ukrainerussiawar,162,413.52,15004,sfu token has continued her impressive performance help ukrainians and safeukraine in the ukrainerussiawar and make some dollars in the process 1 dollar soon https t co mexbnkqjdh
24,Afghanistan,ukraineunderattack,41,2.37,23,if hypocrisy had a face championsleague europaleague جیوجنگ_بائیکاٹ championsleague ukraineunderattack russiaukraine https t co 88cgoycrwi
25,Afghanistan,ukrainewar,71,7.24,345,ukrainewar ukrainerussiawar everybody feels the same pain https t co dvlklhvidm
26,Afghanistan,ukrainian,99,166.44,9565,among 86 ukrainian captives released today in exchange for ru soldiers there were 15 women russians shaved our beautiful women baldly specifically to humiliate them never you will humiliate ukraine never will you humiliate any ua woman they are the bravest in the world https t co nzsihmw4qk
27,Afghanistan,us,121,140.83,4362,nato summit in madrid was a big love in for military industrial complex nato is not a defence alliance it has it is a war machine just ask people of afghanistan iraq libya nato s real goal is defence of us hegemony all discussion of this is chilled in land of free speech https t co tuplzevyjo
28,Afghanistan,usa,164,1.26,48,and be patient over what befalls you indeed allah is with the patient pakistan usa taliban afghanistan mianhaseebshah https t co yvxcp6idgv
29,Afghanistan,war,135,2.35,114,ordinary afghans view on the war in ukraine https t co b6hmcdo9kc
30,Albania,armukrainenow,16,1442.0,12847,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
31,Albania,biden,7,84.14,392,the declaration by biden that putin must be removed from office is effectively a declaration of war by one nuclear armed superpower on another never since ww2 has such a grave step been taken we are now in utterly uncharted and terrifyingly dangers waters russia usa https t co lgniyxjhol
32,Albania,bucha,36,563.25,3128,this is sofia a little ukrainian she lost her arm her mother and her cat in bucha she is one of 910 children who suffered because of russia although she is in safe rome now a girl shudders at every sound and fears planes alenglish_ sofia s sister russiawarcrimes https t co wnwlywcaag
33,Albania,business,11,1.09,4,welcome to a new generation technology tech innovation engineering business iphone technews science design apple gadgets electronics android software programming smartphone bhfyp https t co 9yehrbozbz
34,Albania,china,17,149.76,1018,authorities in china s henan province have taken tanks to the streets at night to quell an active protest of defrauded depositors the protests have been going on for more than two weeks now https t co wgrj3twtor
35,Albania,eu,146,36.68,850,i condemn brutal murder of ukrainian pows by russian armed forces in olenivka and ongoing atrocities committed by the russian military against ukraine eu must consider russia as state sponsor of terrorism i reiterate proposal to impose eu tourist visa ban for citizens
36,Albania,kharkiv,38,199.03,1863,remember kyiv lviv mykolaiv odesa kharkiv ukraine https t co oh6awt8zcf
37,Albania,kherson,14,269.64,984,today may 27 at about 2 pm a mig 29 fighter of kpszsu shot down a russian su 35 fighter in the sky of kherson region which was hunting for ukrainian assault aircraft glory to ukrainian pilots death to the occupiers armukrainenow stoprussia https t co cxst5vhhry
38,Albania,kyiv,56,561.73,7611,today was 4 yo liza s funeral she was far from the frontline further than kyiv she was killed by russia it s to avoid pictures like this that i sent my own children away and it s why i urge mothers with kids to temporarily seek safety abroad whenever possible https t co 6ftoswvb6v
39,Albania,mariupol,92,1212.96,14062,the real cause of the death of lithuanian director mantas kvedaravičius in mariupol has been announced he was taken prisoner by russians and later was shot in his head and his chest the occupiers threw his body out into the street ombudsman denisova reported today https t co h9mtiztc9j
40,Albania,nato,386,127.38,3834,sg jensstoltenberg to meps the price we pay as the eu as nato is the price we can measure in currency in money the price they pay is measured in lives lost every day so we should stop complaining and step up and provide support full stop standwithukraine https t co zpjwofdfuf
41,Albania,putin,120,177.07,4351,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
42,Albania,russia,533,264.56,10189,wow this is how russia is trying to attract people to go and live there and no it s not satire https t co c9vmgacixj
43,Albania,russiaisaterroriststate,5,83.0,202,russia s missiles in vinnytsia yesterday claimed the lives of this boy and his mother they were killed in one of the city s medical centres where they came for an appointment r i p memory eternal russiaisaterroriststate standwithukraine russianwarcrimes https t co qli6v89tnb
44,Albania,russian,244,559.83,31539,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
45,Albania,russian,244,559.83,31539,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
46,Albania,russianukrainianwar,2,0.0,0,the two sides of the war a medal for a human life why not chose love instead war stopwar russianukrainianwar istandwithukraine https t co 0l3oj98adm
47,Albania,russianukrainianwar,2,0.0,0,additional patriot batteries are deployed from germany toward slovakia to reinforce nato s eastern wing via intellinews3 russianukrainianwar https t co rxyzyqhw1u
48,Albania,russiaukrainewar,11,74.64,524,russia issued a genocide handbook for its war on ukraine ukraine russiaukrainewar genocide https t co rkckl16ufw
49,Albania,slavaukraini,29,1308.14,18429,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
50,Albania,standwithukraine,112,1258.29,27552,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
51,Albania,stoprussia,22,1316.77,18429,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
52,Albania,ukraine,1027,430.2,99469,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
53,Albania,ukrainerussianwar,7,88.29,528,the uk is leading the way in supporting ukraine by accepting 50 of the one million refugees ukrainerussianwar https t co dg6pprfpo4
54,Albania,ukrainerussiawar,20,269.2,2613,imagine if putin attacked any other european country ukrainerussiawar ukraineunderattack ukraineinvasion putinhitler putinswar https t co cmsnfvbyfv
55,Albania,ukraineunderattack,4,778.0,2613,imagine if putin attacked any other european country ukrainerussiawar ukraineunderattack ukraineinvasion putinhitler putinswar https t co cmsnfvbyfv
56,Albania,ukrainewar,22,243.36,3002,tv host bruno vespa exposed russian propagandist vladimir solovyev on italian tv standwithukriane ukrainewar https t co 02ib0iitbf
57,Albania,ukrainian,69,450.19,10911,bridge at a ukrainian romanian border crossing border guards left toys for ukrainian children so that every child passing could take a toy with them ukraine https t co njbg3unzrs
58,Albania,us,17,211.35,1544,the conflict in ukraine is a collateral damage of a massive us russia crisis that has been brewing for years now that the conflict penetrates every political economic and social level regionally and globally it s important to see what comes next longish thread https t co g62cifjj0s
59,Albania,usa,21,16.24,250,breaking germany to provide 1bn eur for ukraine to buy the weapons they want from eg usa and others finally something very positive https t co 3iwe3vyctb
60,Albania,war,19,3.37,41,in russia ethnic minorities are waking up that their soldiers are dying in far greater numbers in the war in ukraine then ethnic russians from central russian regions https t co rhew4cztmx
61,Algeria,armukrainenow,7,903.29,4916,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
62,Algeria,biden,33,62.94,1079,watch biden in 2002 as he mocks us marine scott ritter calling him scotty boy and grinning as he repeats it s above your pay grade kthalps aaronjmate see the full interview https t co o9ekokpuxx https t co pykemkqtja
63,Algeria,bucha,24,215.88,984,what has what is this about why are ukranian soldiers repositioning bodies like this buchamassacre bucha https t co txazvewflm
64,Algeria,business,7,0.57,2,if you want to feel comfortable using dax there is no way around it you need to understand its context and we re here to be your guide https t co 5hivjuxmxf data business powerbi dax tutorial busd
65,Algeria,china,59,96.36,1407,while some mep s talk sense about china others bow to nato who warn us of china building its military bullying it has it is neighbours but nato forgot to tell us that us spend more on military than the next 9 countries together china has not dropped a bomb on anyone in 40 years https t co ydy4wi53g5
66,Algeria,eu,31,271.35,3460,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
67,Algeria,kharkiv,13,79.77,208,if ukraine soldiers ask who will you support and if we say we are for russia they will shoot us children of kharkiv region revealed how kiev nazi butchers terrorize them kharkiv kidoos love roosi donbass ukraine peskov lavrov severodonetsk lysychansk sloviansk https t co svizh5kovs
68,Algeria,kherson,13,219.38,896,russian military personnel delivered 75 tonnes of humanitarian aid to the residents of kherson essentials amp food supplies included most of the city s residents are unable to purchase food given that the government stopped paying wages amp social benefits mod_russia https t co 5al1ddn7xb
69,Algeria,kyiv,23,1118.17,9378,kyiv central station https t co 97k45rkvmp
70,Algeria,mariupol,66,304.79,3280,very concerning news marianna the pregnant girl from mariupol turns out to be one of the refugees that has been taken to russia in violation of the evacuation agreement there they put her in front of a camera and have her say there was no aerial attack on the hospital https t co sljmagefty
71,Algeria,nato,160,265.44,4121,the world with or without nato https t co we5zhr3pvv
72,Algeria,news,8,152.5,1182,employees of the 5th division of the fsb admit in their documents that the russian population still does not understand why war was the only possible way to solve russia s goals https t co pdjidnr84o war worldnews news nato aggression ukrainewar ukraine eu
73,Algeria,putin,154,214.26,5858,russian president vladimir putin is the most dangerous man in the world at the moment 1 because he is telling some basic truths about the global elite and 2 he has the spine and the capacity do do something about it https t co ldsomfkfvu
74,Algeria,russia,522,76.18,3178,russia the russian bank tinkoff said it cannot issue new cards because it has run out of plastic this is not a joke
75,Algeria,russiaisaterroriststate,5,0.0,0,gt claims to decolonise europe gt colonizes other lands anti imperialism is the russia s neo imperialism ukrainewar russiaisanazistate russiaisaterroriststate slavaukrainii https t co wng9vsqcrn
76,Algeria,russiaisaterroriststate,5,0.0,0,dear russophiles https t co gwtowcsgp8 checkmate russiaisaterroriststate russiaisanazistate russianukrainianwar ukriane ukrainecounteroffensive algerians_with_ukraine slavaukraini славаукраїні
77,Algeria,russiaisaterroriststate,5,0.0,0,translation ramzan kadyrov additional forces reach the donbass the stated goal is to fight satan s worshipers said the workshipper of putin russia algerians_with_ukraine ukraine ukrainewillwin russiaisaterroriststate russiaislosing russianwarcrimes https t co wbolngf9g9
78,Algeria,russiaisaterroriststate,5,0.0,0,russia is losing this russian soldier grumbled glory to ukraine god bless the us russia is shit in front of the camera of russia 24 this is how putin s army doing in the barracks done with fighting for an unfair cause algerians_with_ukraine russiaisaterroriststate https t co g2uxtnchdh
79,Algeria,russiaisaterroriststate,5,0.0,0,it is not the fault when we make mistakes the fault is when we do not learn from them russia ukraine algerians_with_ukraine russiaisaterroriststate war_in_ukraine https t co aqbc1we6rl
80,Algeria,russian,146,342.93,12144,dear twittersupport i am not russian state affiliated media i work for no russian media i have 400 000 followers i m the leader of a british political party and spent nearly 30 years in the british parliament if you do not remove this designation i will take legal action
81,Algeria,russianukrainianwar,34,30.5,667,whom are you supporting russianukrainianwar ukrainerussianwar retweet for russia like for ukraine https t co fpvxmlxmj8
82,Algeria,russiaukrainewar,26,30.35,499,who has who is the real beneficiary of the russiaukrainewar https t co hbjg5oyaax
83,Algeria,slavaukraini,35,156.34,530,thank you slavaukraini https t co flnztj33u4
84,Algeria,standwithukraine,37,599.59,12314,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
85,Algeria,stoprussia,10,509.7,4683,kristina and her cat survived the war and were evacuated from mariupol stoprussia standwithukraine https t co n5ihktplwa
86,Algeria,ukraine,772,324.17,16251,go back to sleep this is gaza not ukraine https t co spioua8tfb
87,Algeria,ukrainerussianwar,29,44.52,667,whom are you supporting russianukrainianwar ukrainerussianwar retweet for russia like for ukraine https t co fpvxmlxmj8
88,Algeria,ukrainerussiawar,63,146.14,3460,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
89,Algeria,ukraineunderattack,9,28.56,249,the reaction of world during the invasion ukraine ukraineunderattack worldwar3 russianinvasion https t co ttfwuajzyj
90,Algeria,ukrainewar,33,46.45,1182,employees of the 5th division of the fsb admit in their documents that the russian population still does not understand why war was the only possible way to solve russia s goals https t co pdjidnr84o war worldnews news nato aggression ukrainewar ukraine eu
91,Algeria,ukrainian,52,250.13,6073,i would like to confirm that slovakia has provided ukraine with an air defence system s 300 ukrainian nation is bravely defending its sovereign country and us too it is our duty to help not to stay put and be ignorant to the loss of human lives under russia s agression
92,Algeria,us,108,186.1,2066,nato summit in madrid was a big love in for military industrial complex nato is not a defence alliance it has it is a war machine just ask people of afghanistan iraq libya nato s real goal is defence of us hegemony all discussion of this is chilled in land of free speech https t co tuplzevyjo
93,Algeria,usa,63,13.6,571,from the makers of world conflicts we present the comedian picoftheday ukraine usa russia iraq syria afghanistan https t co dyf3dl6lvt
94,Algeria,war,21,68.43,1182,employees of the 5th division of the fsb admit in their documents that the russian population still does not understand why war was the only possible way to solve russia s goals https t co pdjidnr84o war worldnews news nato aggression ukrainewar ukraine eu
95,Angola,armukrainenow,3,2636.0,7898,join millions of voices in a global social media campaign armukrainenow 1 post a picture with a sign saying armukrainenow 2 call on your government to provide heavy weapons to ukraine 3 tag 3 friends and ask them to do the same stand with the ukrainian people https t co sfx96p4ckj
96,Angola,biden,7,583.0,3556,this biden hunterbiden 4chan https t co o9gogv5jmg
97,Angola,bucha,7,461.57,1393,blacklist putin s terrorist state images of some villages freed in kyiv region specifically bucha are devastating dead people lying outside of their houses in what can only have been a zachistka systemic execution of the men of each house this is genocide https t co 6t7o885qq9
98,Angola,business,1,0.0,0,i don t wanna hang out i wanna hustle hustle business billionairemindset king viral explore https t co tuotzl8d9z
99,Angola,china,4,269.0,626,mary help of christians we entrustthe journey of the faithful in china to you we ask you to present to the lord of history the trials and tribulations the petitions and the hopes of all those who pray to you o queen of heaven praytogether maryhelpofchristians
100,Angola,eu,10,495.4,2389,it s still incredible that this video exists ukraine eu https t co suqw8qkusy
101,Angola,kharkiv,8,692.12,1825,my morning began like this russians wiped my childhood my school off the face of the earth i cannot believe it but it has it is true singer oleksandra zarytska about her ruined school in kharkiv russia destroys not just buildings it destroys places where we were happy https t co gtmwxjfr6c
102,Angola,kherson,2,172.0,262,residents of kherson are trying to convey to the invaders a simple idea their president is a hero and putin will not remain in his post for long https t co 4aue17khug
103,Angola,kyiv,8,1221.0,5735,today was 4 yo liza s funeral she was far from the frontline further than kyiv she was killed by russia it s to avoid pictures like this that i sent my own children away and it s why i urge mothers with kids to temporarily seek safety abroad whenever possible https t co 6ftoswvb6v
104,Angola,mariupol,22,577.41,4339,a terrifying photo from mariupol ukraine a pregnant woman is being evacuated after the russian airstrike at the maternity hospital https t co pq2uqgfmhp
105,Angola,nato,24,573.21,1681,time to go nato https t co wz9i4skyrw
106,Angola,news,4,321.5,635,you afraid of putin you don t have be afraid ukraine your teammate arm ukraine stop putin war worldnews news nato aggression ukrainewar ukraine eu russian standwithukraine us putinswar russianukrainewar https t co f9fcigclbv
107,Angola,putin,38,206.97,1709,president putin illegitimate freezing of some of the currency reserves of the bank of russia marks the end of reliability of so called first class assets us and eu have defaulted their obligations to russia now everybody knows that financial reserves can simply be stolen https t co xjlugj2yns
108,Angola,russia,107,664.54,11996,wow this is how russia is trying to attract people to go and live there and no it s not satire https t co c9vmgacixj
109,Angola,russiaisaterroriststate,1,203.0,203,russia is a terrorist country that wants to blackmail the world everyone must unite to stop it now russiaisaterroriststate nowar stoprussia https t co ovmqz1ckmp
110,Angola,russian,26,258.69,794,kharkiv metro animators calm children hiding from the shelling of the russian army closeuaskynow stoprussianagression https t co sa3fvu7zkj
111,Angola,russianukrainianwar,4,0.0,0,drop your nft under the 1 eth follow amp retweet nftcollection nftgiveaway russianukrainianwar russia openseanft eth bnb defi fantom 100xgem
112,Angola,russianukrainianwar,4,0.0,0,rarible african risen s nft s https t co ol2j1uexeg nftcollection nftgiveaway russianukrainianwar defi rarible ethereum flow tezos cleannft nonfungible digitalasset nft via rarible https t co oxizy3rv0j
113,Angola,russianukrainianwar,4,0.0,0,what the tv does not show and the list goes on and on russianukrainianwar biolabs hiddenagenda jikulumesso https t co ypcrq2yygo
114,Angola,russianukrainianwar,4,0.0,0,ukraine sitrep day 149 22 7 summary fighting at udy kharkiv recaptures in donetsk https t co 5jkwdzaxug ukrainewar ukrainerussiawar russianinvasion ukrainerussianwar russianukrainianwar russia ukraine
115,Angola,russiaukrainewar,1,3.0,3,free speech started being openly restricted and compromised with covid19 this russiaukrainewar has removed all doubt
116,Angola,slavaukraini,5,3467.0,16360,this is for the ones who stood their ground odessa ukraine slavaukraini https t co n9it2eoeh7
117,Angola,standwithukraine,19,1594.32,15222,courage strength resolve with zelenskyyua in kyiv slava ukraini standwithukraine https t co snc2plwq0y
118,Angola,stoprussia,4,130.5,236,https t co iqmmamqibi через youtube have all hope for famine it would be better if they hoped that the grandfather who had gone crazy would soon drop his skates or be overthrown otherwise the russians will be in total isolation stoprussia russia putler
119,Angola,ukraine,173,1616.99,58909,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
120,Angola,ukrainerussianwar,3,260.67,774,facts only ukrainerussianwar https t co homceygzfq
121,Angola,ukrainerussiawar,11,86.82,688,there are children with blue eyes and blonde hair in yemen too do not drop bombs on them ukrainerussiawar ranaayyub https t co pqdryfssh1
122,Angola,ukraineunderattack,2,348.0,421,now russia is killing ukraine soon russia can kill the world terrorussia ukraineunderattack putin crimea russianwarcrimes nato aggression ukrainewar ukraine eu russian standwithukraine us https t co xs1yc13fmc
123,Angola,ukrainewar,13,145.15,635,you afraid of putin you don t have be afraid ukraine your teammate arm ukraine stop putin war worldnews news nato aggression ukrainewar ukraine eu russian standwithukraine us putinswar russianukrainewar https t co f9fcigclbv
124,Angola,ukrainian,8,358.75,1100,nato war media writes about but does not listen to mariupol residents ukrainian army threw us out of our homes to take firing positions old people and kids they locked families in the basements and abandoned them the russian troops rescued us they are our brothers https t co ghudsayj8h
125,Angola,us,11,289.91,635,you afraid of putin you don t have be afraid ukraine your teammate arm ukraine stop putin war worldnews news nato aggression ukrainewar ukraine eu russian standwithukraine us putinswar russianukrainewar https t co f9fcigclbv
126,Angola,usa,8,207.75,1582,from the makers of world conflicts we present the comedian picoftheday ukraine usa russia iraq syria afghanistan https t co dyf3dl6lvt
127,Angola,war,9,209.56,635,you afraid of putin you don t have be afraid ukraine your teammate arm ukraine stop putin war worldnews news nato aggression ukrainewar ukraine eu russian standwithukraine us putinswar russianukrainewar https t co f9fcigclbv
128,Antarctica,armukrainenow,20,384.75,2251,21 temporarily occupied popasna luhansk oblast russians cut off man s head and put it on a stick amnesty international don t see this armukrainenow warcrimes war russianwarcrimes russianukrainianwar https t co cgfk6g5tby
129,Antarctica,biden,79,152.66,5833,here s the moment where cnnelection shows biden gaining 110 000 votes in wisconsin instantly see how confused they are they know this is bs elections2020 https t co ibza1uitml
130,Antarctica,bucha,40,1335.38,13484,this guy is a volunteer who helps to exhume corpses from mass graves in bucha to understand the horrors of buchamassacre you need to look at his face the emotions of this young man show it https t co cqf44k75th
131,Antarctica,business,14,0.86,1,relationships last longer when nobody knows your business fact teamfollowback rocktheretweet
132,Antarctica,business,14,0.86,1,are you honest in business life being a little dishonest is like having just a little dog poop in a cookie its just a little
133,Antarctica,business,14,0.86,1,everyone s name is a brand the choice is yours on how you wanna use it fact business
134,Antarctica,business,14,0.86,1,relationships last longer when nobody knows your business fact teamfollowback rocktheretweet
135,Antarctica,business,14,0.86,1,better understated than overstated let people be surprised that it was more than you promise d amp easier than u said jim rohn business
136,Antarctica,business,14,0.86,1,are you honest in business life being a little dishonest is like having just a little dog poop in a cookie its just a little
137,Antarctica,business,14,0.86,1,relationships last longer when nobody knows your business fact teamfollowback rocktheretweet
138,Antarctica,business,14,0.86,1,everyone s name is a brand the choice is yours on how you wanna use it fact business
139,Antarctica,business,14,0.86,1,the three best content types for saas are those that show users how to use a product prospects why they need a product both users and prospects how to get their desired results business startups marketing sales saas cryptocurrency
140,Antarctica,business,14,0.86,1,keep these in your playbook dear saas founders and marketers in general give before asking it has it is about your users not you your products simplicity is priceless social proof sells show some personality have a productive week business marketingsuccess cryptocrash
141,Antarctica,business,14,0.86,1,dear saas founder talking about features serves you benefits serves your prospect results creates desire focus on the last two content business marketing copywriting
142,Antarctica,business,14,0.86,1,not every site visitor will be interested in trying out your free trial also use these to capture leads newsletter subscription free ebook download webinar registration saas marketing marketingstrategy marketingtips business btc
143,Antarctica,china,57,119.35,1127,china keeps deploying military equipment in fujian province which faces the taiwan strait these are type 63a amphibious tanks they get used to lead amphibious assaults on beaches lots of videos are showing a lot of equipment converging on fujian https t co wd3pjkn5sa
144,Antarctica,eu,22,5356.68,38198,yesterday canada s prime minister justintrudeau visited the eu parliament to give a speech i took the opportunity to give him an appropriate welcome there short concise and right hitting the bull s eye id https t co qpcqygtixq
145,Antarctica,kharkiv,70,329.47,3834,a missile hits kharkiv residential area again this is how the life of ukrainians looks under russian bombs and rockets for how long will it continue armukrainenow protectuasky video ukraine now https t co nayr86pseq
146,Antarctica,kherson,69,204.09,2381,good morning from somewhere in kherson region we came we saw we put them to sleep another productive night for the ghosts of the steppes glory to ukraine https t co gnlpbwfuj8
147,Antarctica,kyiv,121,565.47,15837,this is the window of an urban researcher lev shevchenko in kyiv he barricaded himself with books to keep the glass from flying into the room during the bombardment stoprussia https t co eo0j96ofqj
148,Antarctica,mariupol,179,1676.17,21942,russians began using mobile crematoriums in mariupol to burn bodies of slaughtered ukrainians en masse this is a catastrophe and we will never learn the true scale of it
149,Antarctica,nato,102,351.54,5241,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
150,Antarctica,news,1286,0.1,25,urgent now russians attack air base in ukraine ukraine ucraniarussia ukrainerussiaconflict news russia ukraine ucrania kyiv putin war nato otan https t co hzow5usdp9
151,Antarctica,putin,204,221.71,6004,russian president vladimir putin is the most dangerous man in the world at the moment 1 because he is telling some basic truths about the global elite and 2 he has the spine and the capacity do do something about it https t co ldsomfkfvu
152,Antarctica,russia,598,658.16,41109,in stpetersburg russia the police detained a well known survivor of the siege of leningrad yelena osipova at an anti war protest https t co qfhprwkcco
153,Antarctica,russiaisaterroriststate,21,62.1,242,russians massacred ukrainian pows the invaders shelled a concentration camp in occupied olenivka where they had imprisoned the defenders of mariupol attempting to destroy evidence of systematic torture and war crimes russiaisaterroriststate
154,Antarctica,russian,193,943.62,46797,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
155,Antarctica,russianukrainianwar,32,80.91,2251,21 temporarily occupied popasna luhansk oblast russians cut off man s head and put it on a stick amnesty international don t see this armukrainenow warcrimes war russianwarcrimes russianukrainianwar https t co cgfk6g5tby
156,Antarctica,russiaukrainewar,64,30.05,286,pakistan s upcoming coas gen faiz loud and clear message from pakistanis retweet russiaukrainewar supertax ispr ramiz raja ارسلان_خان_کو_رہا_کرو regimechangeinpakistan kse 100 https t co 9uep8qzycr
157,Antarctica,slavaukraini,43,1851.47,22946,this is for the ones who stood their ground odessa ukraine slavaukraini https t co n9it2eoeh7
158,Antarctica,standwithukraine,95,1147.85,32918,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
159,Antarctica,stoprussia,22,1026.73,10238,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
160,Antarctica,ukraine,1369,849.02,72511,this out of ukraine is 100 one of the most incredible videos i have ever seen this russian pow has the heart of a lion https t co kix1rsn0cz
161,Antarctica,ukrainerussianwar,68,1197.87,53708,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
